identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 54 ayat (1),54.0,1.0,,ayat,dapat berbentuk uang atau barang.,Pasal 54 ayat (1) berbunyi: dapat berbentuk uang atau barang.,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 54 ayat (3),54.0,3.0,,ayat,"Ketentuan mengenai bantuan atau sumbangan, termasuk zakat, infak, sedekah, atau sumbangan keagamaan yang dikecualikan dari objek Pqiak Penghasilan sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Menteri. X","Pasal 54 ayat (3) berbunyi: Ketentuan mengenai bantuan atau sumbangan, termasuk zakat, infak, sedekah, atau sumbangan keagamaan yang dikecualikan dari objek Pqiak Penghasilan sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Menteri. X",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
bab,,,,bab,BAB X: PAJAK PENGHASILAN ATAS PENGHASILAN DARI USAHA,BAB X: PAJAK PENGHASILAN ATAS PENGHASILAN DARI USAHA,1,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (1),56.0,1.0,,ayat,"Atas penghasilan dari usaha yang diterima atau diperoleh Wqiib Pajak dalam negeri yang memiliki peredaran bruto tertentu, dikenai Pajak Penghasilan yang bersifat final dalam jangka waktu tertentu. {21 Tarif Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (1) sebesar O,5o/o (nol koma lima persen).","Pasal 56 ayat (1) berbunyi: Atas penghasilan dari usaha yang diterima atau diperoleh Wqiib Pajak dalam negeri yang memiliki peredaran bruto tertentu, dikenai Pajak Penghasilan yang bersifat final dalam jangka waktu tertentu. {21 Tarif Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (1) sebesar O,5o/o (nol koma lima persen).",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (3),56.0,3.0,,ayat,Tidak termasuk penghasilan dari usaha yang dikenai Pajak Penghasilan yang bersifat final sebagaimana dimalisud pada ayat (1) sebagai berikut:,Pasal 56 ayat (3) berbunyi: Tidak termasuk penghasilan dari usaha yang dikenai Pajak Penghasilan yang bersifat final sebagaimana dimalisud pada ayat (1) sebagai berikut:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (3) poin a,56.0,3.0,a,poin,penghasilan yang diterima atau diperoleh Wajib Pajak orang pribadi dari jasa sehubungan dengan pekerjaan bebas;,Pasal 56 ayat (3) poin a berbunyi: penghasilan yang diterima atau diperoleh Wajib Pajak orang pribadi dari jasa sehubungan dengan pekerjaan bebas;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (3) poin b,56.0,3.0,b,poin,penghasilan yang diterima atau diperoleh di luar negeri yang pajaknya terutang atau telah dibayar di luar negeri;,Pasal 56 ayat (3) poin b berbunyi: penghasilan yang diterima atau diperoleh di luar negeri yang pajaknya terutang atau telah dibayar di luar negeri;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (3) poin c,56.0,3.0,c,poin,penghasilan yang telah dikenai Pajak Penghasilan yang bersifat final dengan ketentuan peraturan penrndang-undangan perpajakan tersendiri; dan,Pasal 56 ayat (3) poin c berbunyi: penghasilan yang telah dikenai Pajak Penghasilan yang bersifat final dengan ketentuan peraturan penrndang-undangan perpajakan tersendiri; dan,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (3) poin d,56.0,3.0,d,poin,penghasilan yang dikecualikan sebagai objek pajak.,Pasal 56 ayat (3) poin d berbunyi: penghasilan yang dikecualikan sebagai objek pajak.,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4),56.0,4.0,,ayat,Jasa sehubungan dengan pekerjaan bebas sebagaimana dimaksud pada ayat (3) huruf a meliputi:,Pasal 56 ayat (4) berbunyi: Jasa sehubungan dengan pekerjaan bebas sebagaimana dimaksud pada ayat (3) huruf a meliputi:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin a,56.0,4.0,a,poin,"tenaga ahli yang melakukan pekerjaan bebas, ymg terdiri atas pengacara, akuntan, arsitek, dokter, konsultan, notaris, pejabat pembuat akta tanah, penilai, dan aktuaris;","Pasal 56 ayat (4) poin a berbunyi: tenaga ahli yang melakukan pekerjaan bebas, ymg terdiri atas pengacara, akuntan, arsitek, dokter, konsultan, notaris, pejabat pembuat akta tanah, penilai, dan aktuaris;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin b,56.0,4.0,b,poin,"pemain musik, pembawa acara, penyanyi, pelawak, bintang film, bintang sinetron, bintang iklan, sutradara, kru lilm, foto model, peragawan/ peragawati, pemain drama, dan penari; . olahragawan...","Pasal 56 ayat (4) poin b berbunyi: pemain musik, pembawa acara, penyanyi, pelawak, bintang film, bintang sinetron, bintang iklan, sutradara, kru lilm, foto model, peragawan/ peragawati, pemain drama, dan penari; . olahragawan...",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin c,56.0,4.0,c,poin,olahragawan;,Pasal 56 ayat (4) poin c berbunyi: olahragawan;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin d,56.0,4.0,d,poin,"penasihat, pengajar, pelatih, penceramah, penyuluh, dan moderator;","Pasal 56 ayat (4) poin d berbunyi: penasihat, pengajar, pelatih, penceramah, penyuluh, dan moderator;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin e,56.0,4.0,e,poin,"pengarang, peneliti, dan penedemah;","Pasal 56 ayat (4) poin e berbunyi: pengarang, peneliti, dan penedemah;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin f,56.0,4.0,f,poin,agen iklan;,Pasal 56 ayat (4) poin f berbunyi: agen iklan;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin g,56.0,4.0,g,poin,pengawas atau pengelola proyek;,Pasal 56 ayat (4) poin g berbunyi: pengawas atau pengelola proyek;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin h,56.0,4.0,h,poin,perantara;,Pasal 56 ayat (4) poin h berbunyi: perantara;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin i,56.0,4.0,i,poin,petugas penjaja barang dagangan;,Pasal 56 ayat (4) poin i berbunyi: petugas penjaja barang dagangan;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin j,56.0,4.0,j,poin,agen asuransi; dan,Pasal 56 ayat (4) poin j berbunyi: agen asuransi; dan,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 56 ayat (4) poin k,56.0,4.0,k,poin,distributor perusahaan pemasaran bedenjang atau penjualan langsung dan kegiatan sejenis lainnya.,Pasal 56 ayat (4) poin k berbunyi: distributor perusahaan pemasaran bedenjang atau penjualan langsung dan kegiatan sejenis lainnya.,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57,57.0,,,pasal,"(U Wajib Pajak dalam negeri yang memiliki peredaran bruto tertentu yang dikenai Pajak Penghasilan bersifat linal sebagaimana dimaksud dalam Pasal 56 ayat (U merupakan: a. Wajib Pajak orang pribadi; dan b. Wajib Pajak badan berbentuk koperasi, perselnrtuan komanditer, Iirma, perseroan terbatas, atau badan usaha milik desa/badan usaha milik desa bersama, yang menerima atau memperoleh penghasilan dengan peredaran brrto tidak melebihi Rp4.8OO.OOO.OOO,OO (empat miliar delapan ratus juta rupiah) dalam 1 (satu) Tahun Pajak. {21 Tidak termasuk Wajib Pajak sebagaimana dimaksud pada","Pasal 57 berbunyi: (U Wajib Pajak dalam negeri yang memiliki peredaran bruto tertentu yang dikenai Pajak Penghasilan bersifat linal sebagaimana dimaksud dalam Pasal 56 ayat (U merupakan: a. Wajib Pajak orang pribadi; dan b. Wajib Pajak badan berbentuk koperasi, perselnrtuan komanditer, Iirma, perseroan terbatas, atau badan usaha milik desa/badan usaha milik desa bersama, yang menerima atau memperoleh penghasilan dengan peredaran brrto tidak melebihi Rp4.8OO.OOO.OOO,OO (empat miliar delapan ratus juta rupiah) dalam 1 (satu) Tahun Pajak. {21 Tidak termasuk Wajib Pajak sebagaimana dimaksud pada",3,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57 ayat (1),57.0,1.0,,ayat,dalam hal:,Pasal 57 ayat (1) berbunyi: dalam hal:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57 ayat (1) poin a,57.0,1.0,a,poin,"Wajib Pajak memilih untuk dikenai Pajak Penghasilan berdasarkan: 1. tarif Pasal 17 ayat (1) huruf a Undang-Undang Pqiak Penghasilan, untuk Wajib Pajak orang pribadi; atau 2. tarif Pasal 17 ayat (1) huruf b Undang-Undang Pajak Penghasilan dengan mempertimbangkan Pasal 31E Undang-Undang Pajak Penghasilan, untuk Wajib Pajak badan; . wajib","Pasal 57 ayat (1) poin a berbunyi: Wajib Pajak memilih untuk dikenai Pajak Penghasilan berdasarkan: 1. tarif Pasal 17 ayat (1) huruf a Undang-Undang Pqiak Penghasilan, untuk Wajib Pajak orang pribadi; atau 2. tarif Pasal 17 ayat (1) huruf b Undang-Undang Pajak Penghasilan dengan mempertimbangkan Pasal 31E Undang-Undang Pajak Penghasilan, untuk Wajib Pajak badan; . wajib",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57 ayat (1) poin b,57.0,1.0,b,poin,Wajib Pajak badan berbentuk persekutuan komanditer atau firma yang dibentuk oleh beberapa Wajib Pajak orang pribadi yang memiliki keahlian khusus yang menyerahkan jasa yang sejenis dengan jasa sehubungan dengan pekerjaan bebas sebagaimana dimaksud dalam Pasal 56 ayat (4);,Pasal 57 ayat (1) poin b berbunyi: Wajib Pajak badan berbentuk persekutuan komanditer atau firma yang dibentuk oleh beberapa Wajib Pajak orang pribadi yang memiliki keahlian khusus yang menyerahkan jasa yang sejenis dengan jasa sehubungan dengan pekerjaan bebas sebagaimana dimaksud dalam Pasal 56 ayat (4);,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57 ayat (1) poin c,57.0,1.0,c,poin,Wajib Pajak badan yang memperoleh flasilitas Pajak Penghasilan berdasarkan: 1. Pasal 31A Undang-Undang Pajak Penghasilan; 2. Peraturan Pemerintah Nomor 94 Tahun 2010 tentang Penghitungan Penghasilan Kena Pajak dan Pelunasan Pajak Penghasilan dalam Tahun Berjalan beserta perubahan atau penggantinya; atau 3. Pasal 75 dan Pasal78 Peraturan Pemerintah Nomor 40 Tahun 2O2l tentang Penyelenggaraan Kawasan Ekonomi Khusus beserta perubahan atau penggantinya; dan,Pasal 57 ayat (1) poin c berbunyi: Wajib Pajak badan yang memperoleh flasilitas Pajak Penghasilan berdasarkan: 1. Pasal 31A Undang-Undang Pajak Penghasilan; 2. Peraturan Pemerintah Nomor 94 Tahun 2010 tentang Penghitungan Penghasilan Kena Pajak dan Pelunasan Pajak Penghasilan dalam Tahun Berjalan beserta perubahan atau penggantinya; atau 3. Pasal 75 dan Pasal78 Peraturan Pemerintah Nomor 40 Tahun 2O2l tentang Penyelenggaraan Kawasan Ekonomi Khusus beserta perubahan atau penggantinya; dan,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57 ayat (1) poin d,57.0,1.0,d,poin,Wajib Pajak bentuk usaha tetap.,Pasal 57 ayat (1) poin d berbunyi: Wajib Pajak bentuk usaha tetap.,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57 ayat (3),57.0,3.0,,ayat,Wqiib Pajak sebagaimana dimaksud pada ayat (21huruf a wajib menyampaikan pemberitahuan kepada Direktur Jenderal Pajak.,Pasal 57 ayat (3) berbunyi: Wqiib Pajak sebagaimana dimaksud pada ayat (21huruf a wajib menyampaikan pemberitahuan kepada Direktur Jenderal Pajak.,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57 ayat (4),57.0,4.0,,ayat,Wajib Pajak sebagaimana dimaksud pada ayat (3) untuk Tahun Pajak-Tahun Pajak berikutnya tidak dapat dikenai Pajak Penghasilan bersifat final berdasarkan Peraturan Pemerintah ini.,Pasal 57 ayat (4) berbunyi: Wajib Pajak sebagaimana dimaksud pada ayat (3) untuk Tahun Pajak-Tahun Pajak berikutnya tidak dapat dikenai Pajak Penghasilan bersifat final berdasarkan Peraturan Pemerintah ini.,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 57 ayat (5),57.0,5.0,,ayat,Ketentuan mengenai tata cara pemberitahuan sebagaimana dimaksud pada ayat (3) diatur dalam Peraturan Menteri.,Pasal 57 ayat (5) berbunyi: Ketentuan mengenai tata cara pemberitahuan sebagaimana dimaksud pada ayat (3) diatur dalam Peraturan Menteri.,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 58 ayat (1),58.0,1.0,,ayat,"Besarnya peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 57 ayat (1) merupakan jumlah peredaran bruto dalam 1 (satu) tahun dari Tahun Pajak terakhir sebelum Tahun Pajak bersangkutan, yang ditentukan berdasarkan keseluruhan peredaran bruto dari usaha, termasuk peredaran bruto dari cabang. (2lDalam... PRES IDEN REPUBLIK INDONESTA (21 Dalam hal Wajib Pajak orang pribadi merupakan suami- istri yang:","Pasal 58 ayat (1) berbunyi: Besarnya peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 57 ayat (1) merupakan jumlah peredaran bruto dalam 1 (satu) tahun dari Tahun Pajak terakhir sebelum Tahun Pajak bersangkutan, yang ditentukan berdasarkan keseluruhan peredaran bruto dari usaha, termasuk peredaran bruto dari cabang. (2lDalam... PRES IDEN REPUBLIK INDONESTA (21 Dalam hal Wajib Pajak orang pribadi merupakan suami- istri yang:",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 58 ayat (1) poin a,58.0,1.0,a,poin,menghendaki perjanjian pemisahan harta dan penghasilan secara tertulis; atau,Pasal 58 ayat (1) poin a berbunyi: menghendaki perjanjian pemisahan harta dan penghasilan secara tertulis; atau,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 58 ayat (1) poin b,58.0,1.0,b,poin,"istrinya menghendaki memilih untuk menjalankan hak dan kewajiban perpajakannya sendiri, sebagaimana dimaksud dalam Pasal 8 ayat (2) huruf b dan huruf c Undang-Undang Pajak Penghasilan, besarnya peredaran bruto sebagaimana dimaksud pada ayat (1) ditentukan berdasarkan penggabungan peredaran bruto usaha dari suami dan istri.","Pasal 58 ayat (1) poin b berbunyi: istrinya menghendaki memilih untuk menjalankan hak dan kewajiban perpajakannya sendiri, sebagaimana dimaksud dalam Pasal 8 ayat (2) huruf b dan huruf c Undang-Undang Pajak Penghasilan, besarnya peredaran bruto sebagaimana dimaksud pada ayat (1) ditentukan berdasarkan penggabungan peredaran bruto usaha dari suami dan istri.",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 59 ayat (1),59.0,1.0,,ayat,Jangka waktu tertentu pengenaan Pajak Penghasilan yang bersifat final sebagaimana dimaksud dalam Pasal 56 ayat,Pasal 59 ayat (1) berbunyi: Jangka waktu tertentu pengenaan Pajak Penghasilan yang bersifat final sebagaimana dimaksud dalam Pasal 56 ayat,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 59 ayat (1),59.0,1.0,,ayat,paling lama:,Pasal 59 ayat (1) berbunyi: paling lama:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 59 ayat (1) poin a,59.0,1.0,a,poin,7 (tujuh) Tahun Pajak bagi Wajib Pajak orang pribadi;,Pasal 59 ayat (1) poin a berbunyi: 7 (tujuh) Tahun Pajak bagi Wajib Pajak orang pribadi;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 59 ayat (1) poin b,59.0,1.0,b,poin,"4 (empat) Tahun Pajak bagi Wajib Pajak badan berbentuk koperasi, persekutuan komanditer, firma, badan usaha milik desa/badan usaha milik desa bersama, atau perserban perorangan yang didirikan oleh 1 (satu) orang; dan","Pasal 59 ayat (1) poin b berbunyi: 4 (empat) Tahun Pajak bagi Wajib Pajak badan berbentuk koperasi, persekutuan komanditer, firma, badan usaha milik desa/badan usaha milik desa bersama, atau perserban perorangan yang didirikan oleh 1 (satu) orang; dan",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 59 ayat (1) poin c,59.0,1.0,c,poin,3 (tiga) Tahun Pajak bagi Wajib Pajak badan berbentuk perseroan terbatas. (21 Penghitungan jangka waktu sebagaimana dimaksud pada,Pasal 59 ayat (1) poin c berbunyi: 3 (tiga) Tahun Pajak bagi Wajib Pajak badan berbentuk perseroan terbatas. (21 Penghitungan jangka waktu sebagaimana dimaksud pada,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 59 ayat (1),59.0,1.0,,ayat,berlaku ketentuan sebagai berikut:,Pasal 59 ayat (1) berbunyi: berlaku ketentuan sebagai berikut:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 59 ayat (1) poin a,59.0,1.0,a,poin,"bagi Wajib Pajak yang terdaftar setelah berlakunya Peraturan Pemerintah ini, jangka waktu pengenaan Pajak Penghasilan bersifat final dihitung sejak Tahun Pajak Wajib Pajak bersangkutan terdaftar;","Pasal 59 ayat (1) poin a berbunyi: bagi Wajib Pajak yang terdaftar setelah berlakunya Peraturan Pemerintah ini, jangka waktu pengenaan Pajak Penghasilan bersifat final dihitung sejak Tahun Pajak Wajib Pajak bersangkutan terdaftar;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 59 ayat (1) poin b,59.0,1.0,b,poin,"bagi Wajib Pajak badan usaha milik desa/badan usaha milik desa bersama atau perseroan perorangan yang didirikan oleh 1 (satu) orang yang terdaftar sebelum berlakunya Peraturan Pemerintah ini, jangka waktu pengenaan Pajak Penghasilan bersifat final dihitung sejak Tahun Pajak Peraturan Pemerintah ini berlaku. 60 .","Pasal 59 ayat (1) poin b berbunyi: bagi Wajib Pajak badan usaha milik desa/badan usaha milik desa bersama atau perseroan perorangan yang didirikan oleh 1 (satu) orang yang terdaftar sebelum berlakunya Peraturan Pemerintah ini, jangka waktu pengenaan Pajak Penghasilan bersifat final dihitung sejak Tahun Pajak Peraturan Pemerintah ini berlaku. 60 .",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 60 ayat (1),60.0,1.0,,ayat,"Jumlah peredaran bruto atas penghasilan dari usaha sebagaimana dimaksud dalam Pasal 56 ayat (1) setiap bulan merupakan dasar pengenaan pajak yang digunakan untuk menghitung Pajak Penghasilan yang bersifat final. (21 Wajib Pajak orang pribadi yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 57 ayat (1) huruf a, atas bagian peredaran bruto dari usaha sampai dengan Rp5OO.O00.OOO,O0 (lima ratus juta rupiah) dalam 1 (satu) Tahun Pajak tidak dikenai Pajak Penghasilan.","Pasal 60 ayat (1) berbunyi: Jumlah peredaran bruto atas penghasilan dari usaha sebagaimana dimaksud dalam Pasal 56 ayat (1) setiap bulan merupakan dasar pengenaan pajak yang digunakan untuk menghitung Pajak Penghasilan yang bersifat final. (21 Wajib Pajak orang pribadi yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 57 ayat (1) huruf a, atas bagian peredaran bruto dari usaha sampai dengan Rp5OO.O00.OOO,O0 (lima ratus juta rupiah) dalam 1 (satu) Tahun Pajak tidak dikenai Pajak Penghasilan.",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 60 ayat (3),60.0,3.0,,ayat,Bagian peredaran bruto dari usaha tidak dikenai Pajak Penghasilan sebagaimana dimaksud pada ayat (21 merupakan jumlah peredaran brlto dari usaha yang dihitung secara kumulatif sejak Masa P4iak pertama dalam suatu Tahun Pajak atau bagian Tahun Pajak.,Pasal 60 ayat (3) berbunyi: Bagian peredaran bruto dari usaha tidak dikenai Pajak Penghasilan sebagaimana dimaksud pada ayat (21 merupakan jumlah peredaran brlto dari usaha yang dihitung secara kumulatif sejak Masa P4iak pertama dalam suatu Tahun Pajak atau bagian Tahun Pajak.,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 60 ayat (4),60.0,4.0,,ayat,"Peredaran bruto yang dijadikan dasar pengenaan pajak sebagaimana dimaksud pada ayat (1) dan jumlah peredaran bruto dari usaha yang dihitung secara kumulatif sebagaimana dimaksud pada ayat (3) merupakan imbalan atau nilai pengganti berupa uang atau nilai uang yang diterima atau diperoleh dari usaha, sebelum dikurangi potongan penjualan, potongan tunai, dan/atau potongan sejenis.","Pasal 60 ayat (4) berbunyi: Peredaran bruto yang dijadikan dasar pengenaan pajak sebagaimana dimaksud pada ayat (1) dan jumlah peredaran bruto dari usaha yang dihitung secara kumulatif sebagaimana dimaksud pada ayat (3) merupakan imbalan atau nilai pengganti berupa uang atau nilai uang yang diterima atau diperoleh dari usaha, sebelum dikurangi potongan penjualan, potongan tunai, dan/atau potongan sejenis.",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 60 ayat (5),60.0,5.0,,ayat,Pajak Penghasilan terutang dihitung berdasarkan tarif sebagaimana dimaksud dalam Pasal 56 ayat (2) dikalikan dengan:,Pasal 60 ayat (5) berbunyi: Pajak Penghasilan terutang dihitung berdasarkan tarif sebagaimana dimaksud dalam Pasal 56 ayat (2) dikalikan dengan:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 60 ayat (5) poin a,60.0,5.0,a,poin,dasar pengenaan pajak sebagaimana dimaksud pada,Pasal 60 ayat (5) poin a berbunyi: dasar pengenaan pajak sebagaimana dimaksud pada,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 60 ayat (1),60.0,1.0,,ayat,", untuk Wajib Pajak badan sebagaimana dimaksud dalam Pasal 57 ayat (1) huruf b; atau","Pasal 60 ayat (1) berbunyi: , untuk Wajib Pajak badan sebagaimana dimaksud dalam Pasal 57 ayat (1) huruf b; atau",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 60 ayat (1) poin b,60.0,1.0,b,poin,dasar pengenaan pajak sebagaimana dimaksud pada,Pasal 60 ayat (1) poin b berbunyi: dasar pengenaan pajak sebagaimana dimaksud pada,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 60 ayat (1),60.0,1.0,,ayat,"setelah memperhitungkan bagian peredaran bruto dari usaha sebagaimana dimaksud pada ayat {21,untuk Wajib Pajak orang pribadi sebagaimana dimaksud dalam Pasal 57 ayat (1) huruf a. 61...","Pasal 60 ayat (1) berbunyi: setelah memperhitungkan bagian peredaran bruto dari usaha sebagaimana dimaksud pada ayat {21,untuk Wajib Pajak orang pribadi sebagaimana dimaksud dalam Pasal 57 ayat (1) huruf a. 61...",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 61,61.0,,,pasal,(U Wajib Pajak sebagaimana dimaksud dalam Pasal 57 ayat,Pasal 61 berbunyi: (U Wajib Pajak sebagaimana dimaksud dalam Pasal 57 ayat,3,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 61 ayat (1),61.0,1.0,,ayat,"yang peredaran bmtonya pada Tahun Pajak berjalan telah melebihi Rpa.80O.O0O.O0O,OO (empat miliar delapan ratus juta rupiah), atas penghasilan dari usaha tetap dikenai tarif Pajak Penghasilan sebagaimana dimaksud dalam Pasal 56 ayat (2) sampai dengan akhir Tahun Pajak bersangkutan. (21 Atas penghasilan dari usaha sebagaimana dimaksud dalam Pasal 56 ayat (1) yang diterima atau diperoleh pada Tahun Pajak-Tahun Pajak berikutnya oleh Wajib Pajak sebagaimana dimaksud pada ayat (1) dikenai Pajak Penghasilan berdasarkan :","Pasal 61 ayat (1) berbunyi: yang peredaran bmtonya pada Tahun Pajak berjalan telah melebihi Rpa.80O.O0O.O0O,OO (empat miliar delapan ratus juta rupiah), atas penghasilan dari usaha tetap dikenai tarif Pajak Penghasilan sebagaimana dimaksud dalam Pasal 56 ayat (2) sampai dengan akhir Tahun Pajak bersangkutan. (21 Atas penghasilan dari usaha sebagaimana dimaksud dalam Pasal 56 ayat (1) yang diterima atau diperoleh pada Tahun Pajak-Tahun Pajak berikutnya oleh Wajib Pajak sebagaimana dimaksud pada ayat (1) dikenai Pajak Penghasilan berdasarkan :",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 61 ayat (1) poin a,61.0,1.0,a,poin,"tarif Pasal 17 ayat (1) huruf a Undang-Undang Pajak Penghasilan, untuk Wajib Pajak orang pribadi; atau","Pasal 61 ayat (1) poin a berbunyi: tarif Pasal 17 ayat (1) huruf a Undang-Undang Pajak Penghasilan, untuk Wajib Pajak orang pribadi; atau",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 61 ayat (1) poin b,61.0,1.0,b,poin,"tarif Pasal 17 ayat (1) huruf b Undang-Undang Pajak Penghasilan dengan mempertirnbangkan Pasal 318 Undang-Undang Pajak Penghasilan, untuk Wajib Pqiak badan.","Pasal 61 ayat (1) poin b berbunyi: tarif Pasal 17 ayat (1) huruf b Undang-Undang Pajak Penghasilan dengan mempertirnbangkan Pasal 318 Undang-Undang Pajak Penghasilan, untuk Wajib Pqiak badan.",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 62 ayat (1),62.0,1.0,,ayat,Pajak Penghasilan terutang sebagaimana dimaksud dalam Pasal 6O ayat (5) dilunasi dengan cara:,Pasal 62 ayat (1) berbunyi: Pajak Penghasilan terutang sebagaimana dimaksud dalam Pasal 6O ayat (5) dilunasi dengan cara:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 62 ayat (1) poin a,62.0,1.0,a,poin,disetor sendiri oleh Wajib Pajak yang memiliki peredaran bruto tertentu; atau,Pasal 62 ayat (1) poin a berbunyi: disetor sendiri oleh Wajib Pajak yang memiliki peredaran bruto tertentu; atau,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
