identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 26,26.0,,,pasal,"Kemitraan dilaksanakan dengan pola: a. inti-plasma; b. subkontrak; c. waralaba; d. perdagangan umum; e. distribusi dan keagenan; dan f. bentuk-bentuk kemitraan lain, seperti: bagi hasil, kerjasam a operasional, usaha patungan (joint venture) , dan penyumberluaran (outsourching).","Pasal 26 berbunyi: Kemitraan dilaksanakan dengan pola: a. inti-plasma; b. subkontrak; c. waralaba; d. perdagangan umum; e. distribusi dan keagenan; dan f. bentuk-bentuk kemitraan lain, seperti: bagi hasil, kerjasam a operasional, usaha patungan (joint venture) , dan penyumberluaran (outsourching).",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 27,27.0,,,pasal,"Pelaksanaan kemitraan dengan pola inti-plasma sebagaiman a dimaksud dalam Pasal 26 huruf a, Usaha Besar sebagai inti membina dan mengembangkan Usaha Mikro, Kecil, dan Menengah, yang menjadi plasmanya dalam: a. penyediaan dan penyiapan lahan; b. penyediaan sarana produksi; c. pemberian . . . c. pemberian bimbingan teknis produksi dan manajemen usaha; d. perolehan, penguasaan, dan peningkatan teknologi yang diperlukan; e. pembiayaan; f. pemasaran; g. penjaminan; h. pemberian informasi; dan i. pemberian bantuan lain yang diperlukan bagi peningkatan efisiensi dan produktivitas dan wawasan usaha.","Pasal 27 berbunyi: Pelaksanaan kemitraan dengan pola inti-plasma sebagaiman a dimaksud dalam Pasal 26 huruf a, Usaha Besar sebagai inti membina dan mengembangkan Usaha Mikro, Kecil, dan Menengah, yang menjadi plasmanya dalam: a. penyediaan dan penyiapan lahan; b. penyediaan sarana produksi; c. pemberian . . . c. pemberian bimbingan teknis produksi dan manajemen usaha; d. perolehan, penguasaan, dan peningkatan teknologi yang diperlukan; e. pembiayaan; f. pemasaran; g. penjaminan; h. pemberian informasi; dan i. pemberian bantuan lain yang diperlukan bagi peningkatan efisiensi dan produktivitas dan wawasan usaha.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 28,28.0,,,pasal,"Pelaksanaan kemitraan usaha dengan pola subkontrak sebagaimana dimaksud Pasal 26 huruf b, untuk memproduksi barang dan/atau jasa, Usaha Besar memberikan dukungan berupa: a. kesempatan untuk mengerjakan sebagian produksi dan /atau komponennya; b. kesempatan memperoleh bahan baku yang diproduksi se cara berkesinambungan dengan jumlah dan harga yang wajar; c. bimbingan dan kemampuan teknis produksi atau manajemen; d. perolehan, penguasaan, dan peningkatan teknologi yang diperlukan; e. pembiayaan dan pengaturan sistem pembayaran yang t idak merugikan salah satu pihak; dan f. upaya untuk tidak melakukan pemutusan hubungan sepihak.","Pasal 28 berbunyi: Pelaksanaan kemitraan usaha dengan pola subkontrak sebagaimana dimaksud Pasal 26 huruf b, untuk memproduksi barang dan/atau jasa, Usaha Besar memberikan dukungan berupa: a. kesempatan untuk mengerjakan sebagian produksi dan /atau komponennya; b. kesempatan memperoleh bahan baku yang diproduksi se cara berkesinambungan dengan jumlah dan harga yang wajar; c. bimbingan dan kemampuan teknis produksi atau manajemen; d. perolehan, penguasaan, dan peningkatan teknologi yang diperlukan; e. pembiayaan dan pengaturan sistem pembayaran yang t idak merugikan salah satu pihak; dan f. upaya untuk tidak melakukan pemutusan hubungan sepihak.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 29 ayat (1),29.0,1.0,,ayat,"Usaha Besar yang memperluas usahanya dengan cara waralaba sebagaimana dimaksud dalam Pasal 26 huruf c, memberikan kesempatan dan mendahulukan Usaha Mikro, Kecil, dan Menengah yang memiliki kemampuan.","Pasal 29 ayat (1) berbunyi: Usaha Besar yang memperluas usahanya dengan cara waralaba sebagaimana dimaksud dalam Pasal 26 huruf c, memberikan kesempatan dan mendahulukan Usaha Mikro, Kecil, dan Menengah yang memiliki kemampuan.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 29 ayat (2),29.0,2.0,,ayat,Pemberi waralaba dan penerima waralaba mengutamakan penggunaan barang dan/atau bahan hasil produksi dalam negeri sepanjang memenuhi standar mutu barang dan jas a yang disediakan dan/atau dijual berdasarkan perjanjian waralaba.,Pasal 29 ayat (2) berbunyi: Pemberi waralaba dan penerima waralaba mengutamakan penggunaan barang dan/atau bahan hasil produksi dalam negeri sepanjang memenuhi standar mutu barang dan jas a yang disediakan dan/atau dijual berdasarkan perjanjian waralaba.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 29 ayat (3),29.0,3.0,,ayat,Pemberi . . .,Pasal 29 ayat (3) berbunyi: Pemberi . . .,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 29 ayat (3),29.0,3.0,,ayat,"Pemberi waralaba wajib memberikan pembinaan dalam bentuk pelatihan, bimbingan operasional manajemen, pemasaran, penelitian, dan pengembangan kepada penerima waralaba secara berkesinambungan.","Pasal 29 ayat (3) berbunyi: Pemberi waralaba wajib memberikan pembinaan dalam bentuk pelatihan, bimbingan operasional manajemen, pemasaran, penelitian, dan pengembangan kepada penerima waralaba secara berkesinambungan.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 30 ayat (1),30.0,1.0,,ayat,"Pelaksanaan kemitraan dengan pola perdagangan umum sebagaimana dimaksud dalam Pasal 26 huruf d, dapat dilakukan dalam bentuk kerjasama pemasaran, penyediaan lokasi usaha, atau penerimaan pasokan dari Usaha Mikro, Kecil, dan Menengah oleh Usaha Besar yang dilakukan secara terbuka.","Pasal 30 ayat (1) berbunyi: Pelaksanaan kemitraan dengan pola perdagangan umum sebagaimana dimaksud dalam Pasal 26 huruf d, dapat dilakukan dalam bentuk kerjasama pemasaran, penyediaan lokasi usaha, atau penerimaan pasokan dari Usaha Mikro, Kecil, dan Menengah oleh Usaha Besar yang dilakukan secara terbuka.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 30 ayat (2),30.0,2.0,,ayat,Pemenuhan kebutuhan barang dan jasa yang diperluka n oleh Usaha Besar dilakukan dengan mengutamakan pengadaan hasil produksi Usaha Kecil atau Usaha Mikro sepanjang memenuhi standar mutu barang dan jasa yang diperlukan.,Pasal 30 ayat (2) berbunyi: Pemenuhan kebutuhan barang dan jasa yang diperluka n oleh Usaha Besar dilakukan dengan mengutamakan pengadaan hasil produksi Usaha Kecil atau Usaha Mikro sepanjang memenuhi standar mutu barang dan jasa yang diperlukan.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 30 ayat (3),30.0,3.0,,ayat,Pengaturan sistem pembayaran dilakukan dengan tidak merugikan salah satu pihak.,Pasal 30 ayat (3) berbunyi: Pengaturan sistem pembayaran dilakukan dengan tidak merugikan salah satu pihak.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 31,31.0,,,pasal,"Dalam pelaksanaan kemitraan dengan pola distribusi dan keagenan sebagaimana dimaksud dalam Pasal 26 huruf e, Usa ha Besar dan/atau Usaha Menengah memberikan hak khusus untuk memasarkan barang dan jasa kepada Usaha Mikro dan/atau Usaha Kecil.","Pasal 31 berbunyi: Dalam pelaksanaan kemitraan dengan pola distribusi dan keagenan sebagaimana dimaksud dalam Pasal 26 huruf e, Usa ha Besar dan/atau Usaha Menengah memberikan hak khusus untuk memasarkan barang dan jasa kepada Usaha Mikro dan/atau Usaha Kecil.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 32,32.0,,,pasal,"Dalam hal Usaha Mikro, Kecil, dan Menengah menyelenggarakan usaha dengan modal patungan dengan pihak asing, berlaku ketentuan sebagaimana diatur dalam peraturan perundang - undangan.","Pasal 32 berbunyi: Dalam hal Usaha Mikro, Kecil, dan Menengah menyelenggarakan usaha dengan modal patungan dengan pihak asing, berlaku ketentuan sebagaimana diatur dalam peraturan perundang - undangan.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 33,33.0,,,pasal,"Pelaksanaan kemitraan usaha yang berhasil, antara Usaha Besar dengan Usaha Mikro, Kecil, dan Menengah dapat ditindaklanj uti dengan kesempatan pemilikan saham Usaha Besar oleh Usah a Mikro, Kecil, dan Menengah. Pasal 34 . . .","Pasal 33 berbunyi: Pelaksanaan kemitraan usaha yang berhasil, antara Usaha Besar dengan Usaha Mikro, Kecil, dan Menengah dapat ditindaklanj uti dengan kesempatan pemilikan saham Usaha Besar oleh Usah a Mikro, Kecil, dan Menengah. Pasal 34 . . .",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 34 ayat (1),34.0,1.0,,ayat,"Perjanjian kemitraan dituangkan dalam perjanjian tert ulis yang sekurang-kurangnya mengatur kegiatan usaha, hak dan kewajiban masing-masing pihak, bentuk pengembangan, jangka waktu, dan penyelesaian perselisihan.","Pasal 34 ayat (1) berbunyi: Perjanjian kemitraan dituangkan dalam perjanjian tert ulis yang sekurang-kurangnya mengatur kegiatan usaha, hak dan kewajiban masing-masing pihak, bentuk pengembangan, jangka waktu, dan penyelesaian perselisihan.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 34 ayat (2),34.0,2.0,,ayat,Perjanjian kemitraan sebagaimana dimaksud pada ayat (1) dilaporkan kepada pihak yang berwenang sesuai dengan ketentuan peraturan perundang-undangan.,Pasal 34 ayat (2) berbunyi: Perjanjian kemitraan sebagaimana dimaksud pada ayat (1) dilaporkan kepada pihak yang berwenang sesuai dengan ketentuan peraturan perundang-undangan.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 34 ayat (3),34.0,3.0,,ayat,"Perjanjian kemitraan sebagaimana dimaksud pada ayat (1) tidak boleh bertentangan dengan prinsip dasar kemandiria n Usaha Mikro, Kecil, dan Menengah serta tidak menciptakan ketergantungan Usaha Mikro, Kecil, dan Menengah terhadap Usaha Besar.","Pasal 34 ayat (3) berbunyi: Perjanjian kemitraan sebagaimana dimaksud pada ayat (1) tidak boleh bertentangan dengan prinsip dasar kemandiria n Usaha Mikro, Kecil, dan Menengah serta tidak menciptakan ketergantungan Usaha Mikro, Kecil, dan Menengah terhadap Usaha Besar.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 34 ayat (4),34.0,4.0,,ayat,"Untuk memantau pelaksanaan kemitraan sebagaimana dimaksud pada ayat (1) dan (2), Menteri dapat membentuk lembaga koordinasi kemitraan usaha nasional dan daerah.","Pasal 34 ayat (4) berbunyi: Untuk memantau pelaksanaan kemitraan sebagaimana dimaksud pada ayat (1) dan (2), Menteri dapat membentuk lembaga koordinasi kemitraan usaha nasional dan daerah.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 35 ayat (1),35.0,1.0,,ayat,"Usaha Besar dilarang memiliki dan/atau menguasai Usaha Mikro, Kecil, dan/atau Menengah sebagai mitra usahanya dalam pelaksanaan hubungan kemitraan sebagaimana dimaksud dalam Pasal 26.","Pasal 35 ayat (1) berbunyi: Usaha Besar dilarang memiliki dan/atau menguasai Usaha Mikro, Kecil, dan/atau Menengah sebagai mitra usahanya dalam pelaksanaan hubungan kemitraan sebagaimana dimaksud dalam Pasal 26.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 35 ayat (2),35.0,2.0,,ayat,Usaha Menengah dilarang memiliki dan/atau menguasai Usaha Mikro dan/atau Usaha Kecil mitra usahanya.,Pasal 35 ayat (2) berbunyi: Usaha Menengah dilarang memiliki dan/atau menguasai Usaha Mikro dan/atau Usaha Kecil mitra usahanya.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 36 ayat (1),36.0,1.0,,ayat,Dalam melaksanakan kemitraan sebagaimana dimaksud dalam Pasal 26 para pihak mempunyai kedudukan hukum yang setara dan terhadap mereka berlaku hukum Indonesia.,Pasal 36 ayat (1) berbunyi: Dalam melaksanakan kemitraan sebagaimana dimaksud dalam Pasal 26 para pihak mempunyai kedudukan hukum yang setara dan terhadap mereka berlaku hukum Indonesia.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 36 ayat (2),36.0,2.0,,ayat,Pelaksanaan kemitraan diawasi secara tertib dan terat ur oleh lembaga yang dibentuk dan bertugas untuk mengawasi persaingan usaha sebagaimana diatur dalam peraturan perundang-undangan.,Pasal 36 ayat (2) berbunyi: Pelaksanaan kemitraan diawasi secara tertib dan terat ur oleh lembaga yang dibentuk dan bertugas untuk mengawasi persaingan usaha sebagaimana diatur dalam peraturan perundang-undangan.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 37,37.0,,,pasal,Ketentuan lebih lanjut mengenai pola kemitraan sebagaiman a dimaksud dalam Pasal 26 diatur dengan Peraturan Pemerintah. BAB IX . . .,Pasal 37 berbunyi: Ketentuan lebih lanjut mengenai pola kemitraan sebagaiman a dimaksud dalam Pasal 26 diatur dengan Peraturan Pemerintah. BAB IX . . .,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
bab,,,,bab,BAB IX: KOORDINASI DAN PENGENDALIAN PEMBERDAYAAN,BAB IX: KOORDINASI DAN PENGENDALIAN PEMBERDAYAAN,1,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 38 ayat (1),38.0,1.0,,ayat,"Menteri melaksanakan koordinasi dan pengendalian pemberdayaan Usaha Mikro, Kecil, dan Menengah.","Pasal 38 ayat (1) berbunyi: Menteri melaksanakan koordinasi dan pengendalian pemberdayaan Usaha Mikro, Kecil, dan Menengah.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 38 ayat (2),38.0,2.0,,ayat,"Koordinasi dan pengendalian pemberdayaan Usaha Mikro, Kecil, dan Menengah sebagaimana dimaksud pada ayat (1) dilaksanakan secara nasional dan daerah yang meliputi: penyusunan dan pengintegrasian kebijakan dan program, pelaksanaan, pemantauan, evaluasi, serta pengendalian umum terhadap pelaksanaan pemberdayaan Usaha Mikro, Kecil, dan Menengah, termasuk penyelenggaraan kemitraan usaha dan pembiayaan Usaha Mikro, Kecil, dan Menengah.","Pasal 38 ayat (2) berbunyi: Koordinasi dan pengendalian pemberdayaan Usaha Mikro, Kecil, dan Menengah sebagaimana dimaksud pada ayat (1) dilaksanakan secara nasional dan daerah yang meliputi: penyusunan dan pengintegrasian kebijakan dan program, pelaksanaan, pemantauan, evaluasi, serta pengendalian umum terhadap pelaksanaan pemberdayaan Usaha Mikro, Kecil, dan Menengah, termasuk penyelenggaraan kemitraan usaha dan pembiayaan Usaha Mikro, Kecil, dan Menengah.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 38 ayat (3),38.0,3.0,,ayat,"Ketentuan lebih lanjut mengenai penyelenggaraan koor dinasi dan pengendalian pemberdayaan Usaha Mikro, Kecil, dan Menengah diatur dengan Peraturan Pemerintah.","Pasal 38 ayat (3) berbunyi: Ketentuan lebih lanjut mengenai penyelenggaraan koor dinasi dan pengendalian pemberdayaan Usaha Mikro, Kecil, dan Menengah diatur dengan Peraturan Pemerintah.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
bab,,,,bab,BAB X: SANKSI ADMINISTRATIF DAN KETENTUAN PIDANA,BAB X: SANKSI ADMINISTRATIF DAN KETENTUAN PIDANA,1,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
bagian,,,,bagian,Bagian Kesatu,Bagian Kesatu,2,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 39 ayat (1),39.0,1.0,,ayat,"Usaha Besar yang melanggar ketentuan Pasal 35 ayat (1) dikenakan sanksi administratif berupa pencabutan izin usaha dan/atau denda paling banyak Rp10.000.000.000,00 (sepuluh milyar rupiah) oleh instansi yang berwenang.","Pasal 39 ayat (1) berbunyi: Usaha Besar yang melanggar ketentuan Pasal 35 ayat (1) dikenakan sanksi administratif berupa pencabutan izin usaha dan/atau denda paling banyak Rp10.000.000.000,00 (sepuluh milyar rupiah) oleh instansi yang berwenang.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 39 ayat (2),39.0,2.0,,ayat,"Usaha Menengah yang melanggar ketentuan Pasal 35 a yat (2) dikenakan sanksi administratif berupa pencabutan izin usaha dan/atau denda paling banyak Rp5.000.000.000,00 (lima milyar rupiah) oleh instansi yang berwenang.","Pasal 39 ayat (2) berbunyi: Usaha Menengah yang melanggar ketentuan Pasal 35 a yat (2) dikenakan sanksi administratif berupa pencabutan izin usaha dan/atau denda paling banyak Rp5.000.000.000,00 (lima milyar rupiah) oleh instansi yang berwenang.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 39 ayat (3),39.0,3.0,,ayat,Ketentuan lebih lanjut mengenai tata cara pemberian sanksi administratif sebagaimana dimaksud pada ayat (1) dan ayat,Pasal 39 ayat (3) berbunyi: Ketentuan lebih lanjut mengenai tata cara pemberian sanksi administratif sebagaimana dimaksud pada ayat (1) dan ayat,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 39 ayat (2),39.0,2.0,,ayat,diatur dengan Peraturan Pemerintah. Bagian . . . Bagian Kedua Ketentuan Pidana,Pasal 39 ayat (2) berbunyi: diatur dengan Peraturan Pemerintah. Bagian . . . Bagian Kedua Ketentuan Pidana,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 40,40.0,,,pasal,"Setiap orang yang menguntungkan diri sendiri atau orang lain dengan mengaku atau memakai nama Usaha Mikro, Kecil, dan Menengah sehingga mendapatkan kemudahan untuk memperoleh dana, tempat usaha, bidang dan kegiatan usah a, atau pengadaan barang dan jasa untuk pemerintah yang diperuntukkan bagi Usaha Mikro, Kecil, dan Menengah dipidana dengan pidana penjara paling lama 5 (lima) tahun dan pidana denda paling banyak Rp10.000.000.000,00 (sepuluh milyar rupiah).","Pasal 40 berbunyi: Setiap orang yang menguntungkan diri sendiri atau orang lain dengan mengaku atau memakai nama Usaha Mikro, Kecil, dan Menengah sehingga mendapatkan kemudahan untuk memperoleh dana, tempat usaha, bidang dan kegiatan usah a, atau pengadaan barang dan jasa untuk pemerintah yang diperuntukkan bagi Usaha Mikro, Kecil, dan Menengah dipidana dengan pidana penjara paling lama 5 (lima) tahun dan pidana denda paling banyak Rp10.000.000.000,00 (sepuluh milyar rupiah).",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
bab,,,,bab,BAB XI: KETENTUAN PENUTUP,BAB XI: KETENTUAN PENUTUP,1,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 41,41.0,,,pasal,Peraturan Pemerintah sebagai pelaksanaan Undang-Undang ini ditetapkan paling lambat 12 (dua belas) bulan atau 1 (satu ) tahun sejak Undang-Undang ini diundangkan.,Pasal 41 berbunyi: Peraturan Pemerintah sebagai pelaksanaan Undang-Undang ini ditetapkan paling lambat 12 (dua belas) bulan atau 1 (satu ) tahun sejak Undang-Undang ini diundangkan.,3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 42,42.0,,,pasal,"Pada saat Undang-Undang ini mulai berlaku, Undang-Undang Republik Indonesia Nomor 9 tahun 1995 tentang Usaha Ke cil ( Tambahan dan dinyatakan tidak berlaku.","Pasal 42 berbunyi: Pada saat Undang-Undang ini mulai berlaku, Undang-Undang Republik Indonesia Nomor 9 tahun 1995 tentang Usaha Ke cil ( Tambahan dan dinyatakan tidak berlaku.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 43,43.0,,,pasal,"Pada saat Undang-Undang ini mulai berlaku, semua peratura n perundang-undangan yang berkaitan dengan Usaha Kecil d an Menengah dinyatakan masih berlaku sepanjang tidak bertentangan dengan ketentuan dalam Undang-Undang ini.","Pasal 43 berbunyi: Pada saat Undang-Undang ini mulai berlaku, semua peratura n perundang-undangan yang berkaitan dengan Usaha Kecil d an Menengah dinyatakan masih berlaku sepanjang tidak bertentangan dengan ketentuan dalam Undang-Undang ini.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
