identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 8 ayat (7),8.0,7.0,,ayat,Pemotong atau Pemungut Pajak Penghasilan wajib menyampaikan Surat Pemberitahuan Masa Pajak Penghasilan Unifikasi atas pemotongan atau pemungutan Pajak Penghasilan sebagaimana dimaksud pada ayat (1) dan ayat (5) ke Kantor Pelayanan Pajak tempat Pemotong atau Pemungut Pajak Penghasilan terdaftar paling lama 20 (dua puluh) hari setelah akhir Masa Pajak sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,Pasal 8 ayat (7) berbunyi: Pemotong atau Pemungut Pajak Penghasilan wajib menyampaikan Surat Pemberitahuan Masa Pajak Penghasilan Unifikasi atas pemotongan atau pemungutan Pajak Penghasilan sebagaimana dimaksud pada ayat (1) dan ayat (5) ke Kantor Pelayanan Pajak tempat Pemotong atau Pemungut Pajak Penghasilan terdaftar paling lama 20 (dua puluh) hari setelah akhir Masa Pajak sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (8),8.0,8.0,,ayat,"Dalam hal Wajib Pajak orang pribadi yang telah menyampaikan surat pernyataan sebagaimana dimaksud pada ayat (4) pada kenyataannya memiliki peredaran bruto atas penghasilan dari usaha melebihi Rp500.000.000,00 (lima ratus juta rupiah) dalam 1 (satu) Tahun Pajak, Wajib Pajak yang bersangkutan wajib menyetorkan sendiri Pajak Penghasilan yang bersifat final yang seharusnya dipotong atau dipungut sebagaimana dimaksud pada ayat ( 1) sesuai dengan bulan dilakukannya transaksi penjualan barang atau penyerahan jasa dengan Pemotong atau Pemungut Pajak Penghasilan.","Pasal 8 ayat (8) berbunyi: Dalam hal Wajib Pajak orang pribadi yang telah menyampaikan surat pernyataan sebagaimana dimaksud pada ayat (4) pada kenyataannya memiliki peredaran bruto atas penghasilan dari usaha melebihi Rp500.000.000,00 (lima ratus juta rupiah) dalam 1 (satu) Tahun Pajak, Wajib Pajak yang bersangkutan wajib menyetorkan sendiri Pajak Penghasilan yang bersifat final yang seharusnya dipotong atau dipungut sebagaimana dimaksud pada ayat ( 1) sesuai dengan bulan dilakukannya transaksi penjualan barang atau penyerahan jasa dengan Pemotong atau Pemungut Pajak Penghasilan.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (9),8.0,9.0,,ayat,Surat pernyataan sebagaimana dimaksud pada ayat (4) dibuat sesuai dengan contoh format dokumen yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.,Pasal 8 ayat (9) berbunyi: Surat pernyataan sebagaimana dimaksud pada ayat (4) dibuat sesuai dengan contoh format dokumen yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 9 ayat (1),9.0,1.0,,ayat,Wajib Pajak yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 4 ayat (1) wajib menyampaikan laporan mengenai peredaran bruto atas penghasilan dari usaha dan Pajak Penghasilan yang bersifat final sebagai lampiran Surat Pemberitahuan Tahunan Pajak Penghasilan.,Pasal 9 ayat (1) berbunyi: Wajib Pajak yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 4 ayat (1) wajib menyampaikan laporan mengenai peredaran bruto atas penghasilan dari usaha dan Pajak Penghasilan yang bersifat final sebagai lampiran Surat Pemberitahuan Tahunan Pajak Penghasilan.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 9 ayat (2),9.0,2.0,,ayat,"Dalam hal berdasarkan laporan sebagaimana dimaksud pada ayat (1) terdapat kelebihan Pajak Penghasilan yang terjadi karena Wajib Pajak orang pribadi sebagaimana dimaksud dalam Pasal 4 ayat ( 1) huruf a memperhitungkan bagian peredaran bruto atas penghasilan dari usaha tidak dikenai Pajak Penghasilan sebagaimana dimaksud dalam Pasal 6 ayat (3), Wajib Pajak dapat mengajukan permohonan pengembalian pajak yang seharusnya tidak terutang sesuai dengan ketentuan perundang-undangan di bidang perpajakan. jdih.kemenkeu.go.id","Pasal 9 ayat (2) berbunyi: Dalam hal berdasarkan laporan sebagaimana dimaksud pada ayat (1) terdapat kelebihan Pajak Penghasilan yang terjadi karena Wajib Pajak orang pribadi sebagaimana dimaksud dalam Pasal 4 ayat ( 1) huruf a memperhitungkan bagian peredaran bruto atas penghasilan dari usaha tidak dikenai Pajak Penghasilan sebagaimana dimaksud dalam Pasal 6 ayat (3), Wajib Pajak dapat mengajukan permohonan pengembalian pajak yang seharusnya tidak terutang sesuai dengan ketentuan perundang-undangan di bidang perpajakan. jdih.kemenkeu.go.id",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 9 ayat (3),9.0,3.0,,ayat,Wajib Pajak yang memiliki peredaran bruto tertentu yang tidak menyampaikan laporan mengenai peredaran bruto atas penghasilan dari usaha dan Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (1) dikenai sanksi administratif sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,Pasal 9 ayat (3) berbunyi: Wajib Pajak yang memiliki peredaran bruto tertentu yang tidak menyampaikan laporan mengenai peredaran bruto atas penghasilan dari usaha dan Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (1) dikenai sanksi administratif sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 9 ayat (4),9.0,4.0,,ayat,Laporan mengenai peredaran bruto atas penghasilan dari usaha dan Pajak Penghasilan yang bersifat final sebagai lampiran Surat Pemberitahuan Tahunan Pajak Penghasilan sebagaimana dimaksud pada ayat (1) dibuat sesuai dengan contoh format dokumen yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.,Pasal 9 ayat (4) berbunyi: Laporan mengenai peredaran bruto atas penghasilan dari usaha dan Pajak Penghasilan yang bersifat final sebagai lampiran Surat Pemberitahuan Tahunan Pajak Penghasilan sebagaimana dimaksud pada ayat (1) dibuat sesuai dengan contoh format dokumen yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
bab,,,,bab,BAB VI: TATA CARA PENGAJUAN PERMOHONAN DAN PENERBITAN,BAB VI: TATA CARA PENGAJUAN PERMOHONAN DAN PENERBITAN,1,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 10 ayat (1),10.0,1.0,,ayat,Direktur Jenderal Pajak berwenang menerbitkan:,Pasal 10 ayat (1) berbunyi: Direktur Jenderal Pajak berwenang menerbitkan:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 10 ayat (1) poin a,10.0,1.0,a,poin,Surat Keterangan; dan,Pasal 10 ayat (1) poin a berbunyi: Surat Keterangan; dan,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 10 ayat (1) poin b,10.0,1.0,b,poin,surat pembatalan atau pencabutan atas Surat Keterangan yang telah diterbitkan.,Pasal 10 ayat (1) poin b berbunyi: surat pembatalan atau pencabutan atas Surat Keterangan yang telah diterbitkan.,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 10 ayat (2),10.0,2.0,,ayat,Direktur Jenderal Pajak melimpahkan kewenangan sebagaimana dimaksud pada ayat (1) dalam bentuk delegasi kepada kepala Kantor Pelayanan Pajak tempat Wajib Pajak Berstatus Pusat terdaftar.,Pasal 10 ayat (2) berbunyi: Direktur Jenderal Pajak melimpahkan kewenangan sebagaimana dimaksud pada ayat (1) dalam bentuk delegasi kepada kepala Kantor Pelayanan Pajak tempat Wajib Pajak Berstatus Pusat terdaftar.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (1),11.0,1.0,,ayat,Wajib Pajak Berstatus Pusat mengajukan permohonan Surat Keterangan sebagaimana dimaksud dalam Pasal 8,Pasal 11 ayat (1) berbunyi: Wajib Pajak Berstatus Pusat mengajukan permohonan Surat Keterangan sebagaimana dimaksud dalam Pasal 8,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (1),11.0,1.0,,ayat,dan ayat (3) secara tertulis kepada kepala Kantor Pelayanan Pajak tempat Wajib Pajak Berstatus Pusat terdaftar.,Pasal 11 ayat (1) berbunyi: dan ayat (3) secara tertulis kepada kepala Kantor Pelayanan Pajak tempat Wajib Pajak Berstatus Pusat terdaftar.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (2),11.0,2.0,,ayat,Pengajuan permohonan sebagaimana dimaksud pada ayat ( 1) dapat dilakukan:,Pasal 11 ayat (2) berbunyi: Pengajuan permohonan sebagaimana dimaksud pada ayat ( 1) dapat dilakukan:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (2) poin a,11.0,2.0,a,poin,secara langsung;,Pasal 11 ayat (2) poin a berbunyi: secara langsung;,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (2) poin b,11.0,2.0,b,poin,"melalui pos, perusahaan jasa ekspedisi, atau jasa kurir dengan bukti pengiriman surat; atau","Pasal 11 ayat (2) poin b berbunyi: melalui pos, perusahaan jasa ekspedisi, atau jasa kurir dengan bukti pengiriman surat; atau",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (2) poin c,11.0,2.0,c,poin,secara elektronik.,Pasal 11 ayat (2) poin c berbunyi: secara elektronik.,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (3),11.0,3.0,,ayat,"Tata cara pengajuan permohonan secara elektronik sebagaimana dimaksud pada ayat (2) huruf c dilakukan sesuai dengan Peraturan Menteri yang mengatur mengenai tata cara pelaksanaan hak dan pemenuhan kewajiban perpajakan serta penerbitan, penandatanganan, dan pengiriman keputusan atau ketetapan pajak secara elektronik.","Pasal 11 ayat (3) berbunyi: Tata cara pengajuan permohonan secara elektronik sebagaimana dimaksud pada ayat (2) huruf c dilakukan sesuai dengan Peraturan Menteri yang mengatur mengenai tata cara pelaksanaan hak dan pemenuhan kewajiban perpajakan serta penerbitan, penandatanganan, dan pengiriman keputusan atau ketetapan pajak secara elektronik.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (4),11.0,4.0,,ayat,Wajib Pajak dapat diberikan Surat Keterangan sepanjang telah memenuhi persyaratan sebagai berikut:,Pasal 11 ayat (4) berbunyi: Wajib Pajak dapat diberikan Surat Keterangan sepanjang telah memenuhi persyaratan sebagai berikut:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (4) poin a,11.0,4.0,a,poin,"permohonan ditandatangani oleh Wajib Pajak, atau dalam hal permohonan ditandatangani oleh bukan Wajib Pajak harus dilengkapi dengan surat kuasa khusus sebagaimana dimaksud dalam peraturan perundang-undangan di bidang ketentuan umum dan tata cara perpajakan; jdih.kemenkeu.go.id","Pasal 11 ayat (4) poin a berbunyi: permohonan ditandatangani oleh Wajib Pajak, atau dalam hal permohonan ditandatangani oleh bukan Wajib Pajak harus dilengkapi dengan surat kuasa khusus sebagaimana dimaksud dalam peraturan perundang-undangan di bidang ketentuan umum dan tata cara perpajakan; jdih.kemenkeu.go.id",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (4) poin b,11.0,4.0,b,poin,telah menyampaikan Surat Pemberitahuan Tahunan Pajak Penghasilan Tahun Pajak terakhir yang telah menjadi kewajibannya sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan; dan,Pasal 11 ayat (4) poin b berbunyi: telah menyampaikan Surat Pemberitahuan Tahunan Pajak Penghasilan Tahun Pajak terakhir yang telah menjadi kewajibannya sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan; dan,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (4) poin c,11.0,4.0,c,poin,memenuhi kriteria Wajib Pajak sebagaimana dimaksud dalam Pasal 4.,Pasal 11 ayat (4) poin c berbunyi: memenuhi kriteria Wajib Pajak sebagaimana dimaksud dalam Pasal 4.,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (5),11.0,5.0,,ayat,Kewajiban penyampaian Surat Pemberitahuan Tahunan Pajak Penghasilan sebagaimana dimaksud pada ayat (4) huruf b dikecualikan untuk:,Pasal 11 ayat (5) berbunyi: Kewajiban penyampaian Surat Pemberitahuan Tahunan Pajak Penghasilan sebagaimana dimaksud pada ayat (4) huruf b dikecualikan untuk:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (5) poin a,11.0,5.0,a,poin,Wajib Pajak yang baru terdaftar; atau,Pasal 11 ayat (5) poin a berbunyi: Wajib Pajak yang baru terdaftar; atau,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (5) poin b,11.0,5.0,b,poin,Wajib Pajak yang dikecualikan dari kewajiban penyampaian Surat Pemberitahuan Tahunan Pajak Penghasilan Tahun Pajak terakhir.,Pasal 11 ayat (5) poin b berbunyi: Wajib Pajak yang dikecualikan dari kewajiban penyampaian Surat Pemberitahuan Tahunan Pajak Penghasilan Tahun Pajak terakhir.,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 11 ayat (6),11.0,6.0,,ayat,Surat permohonan Surat Keterangan sebagaimana dimaksud pada ayat ( 1) dibuat sesuai dengan contoh format dokumen yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.,Pasal 11 ayat (6) berbunyi: Surat permohonan Surat Keterangan sebagaimana dimaksud pada ayat ( 1) dibuat sesuai dengan contoh format dokumen yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 12 ayat (1),12.0,1.0,,ayat,"Dalam hal permohonan Surat Keterangan sebagaimana dimaksud dalam Pasal 11 ayat (1) memenuhi persyaratan sebagaimana dimaksud dalam Pasal 11 ayat (4), kepala Kantor Pelayanan Pajak menerbitkan Surat Keterangan secara otomatis segera setelah diterbitkan bukti penerimaan elektronik atau bukti penerimaan surat.","Pasal 12 ayat (1) berbunyi: Dalam hal permohonan Surat Keterangan sebagaimana dimaksud dalam Pasal 11 ayat (1) memenuhi persyaratan sebagaimana dimaksud dalam Pasal 11 ayat (4), kepala Kantor Pelayanan Pajak menerbitkan Surat Keterangan secara otomatis segera setelah diterbitkan bukti penerimaan elektronik atau bukti penerimaan surat.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 12 ayat (2),12.0,2.0,,ayat,Dalam hal permohonan Surat Keterangan sebagaimana dimaksud dalam Pasal 11 ayat (1) tidak memenuhi persyaratan sebagaimana dimaksud dalam Pasal 11 ayat,Pasal 12 ayat (2) berbunyi: Dalam hal permohonan Surat Keterangan sebagaimana dimaksud dalam Pasal 11 ayat (1) tidak memenuhi persyaratan sebagaimana dimaksud dalam Pasal 11 ayat,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 12 ayat (4),12.0,4.0,,ayat,", kepala Kantor Pelayanan Pajak tidak menindaklanjuti permohonan Wajib Pajak dan memberitahukan kepada Wajib Pajak bahwa:","Pasal 12 ayat (4) berbunyi: , kepala Kantor Pelayanan Pajak tidak menindaklanjuti permohonan Wajib Pajak dan memberitahukan kepada Wajib Pajak bahwa:",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 12 ayat (4) poin a,12.0,4.0,a,poin,permohonan Wajib Pajak tidak dapat ditindaklanjuti dan mengembalikan permohonan kepada Wajib Pajak secara langsung dalam hal permohonan disampaikan secara langsung sebagaimana dimaksud dalam Pasal 11 ayat (2) huruf a;,Pasal 12 ayat (4) poin a berbunyi: permohonan Wajib Pajak tidak dapat ditindaklanjuti dan mengembalikan permohonan kepada Wajib Pajak secara langsung dalam hal permohonan disampaikan secara langsung sebagaimana dimaksud dalam Pasal 11 ayat (2) huruf a;,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 12 ayat (4) poin b,12.0,4.0,b,poin,"permohonan Wajib Pajak tidak dapat ditindaklanjuti dan mengembalikan permohonan kepada Wajib Pajak dalam hal permohonan disampaikan melalui pos, perusahaan jasa ekspedisi atau jasa kurir dengan bukti pengiriman surat sebagaimana dimaksud dalam Pasal 11 ayat (2) huruf b, paling lama 3 (tiga) hari kerja sejak permohonan diterima oleh Kantor Pelayanan Pajak; atau","Pasal 12 ayat (4) poin b berbunyi: permohonan Wajib Pajak tidak dapat ditindaklanjuti dan mengembalikan permohonan kepada Wajib Pajak dalam hal permohonan disampaikan melalui pos, perusahaan jasa ekspedisi atau jasa kurir dengan bukti pengiriman surat sebagaimana dimaksud dalam Pasal 11 ayat (2) huruf b, paling lama 3 (tiga) hari kerja sejak permohonan diterima oleh Kantor Pelayanan Pajak; atau",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 12 ayat (4) poin c,12.0,4.0,c,poin,permohonan Wajib Pajak tidak dapat ditindaklanjuti disertai informasi mengenai alasan permohonan tidak dapat ditindaklanjuti dalam hal permohonan disampaikan secara elektronik sebagaimana dimaksud dalam Pasal 11 ayat (2) huruf c.,Pasal 12 ayat (4) poin c berbunyi: permohonan Wajib Pajak tidak dapat ditindaklanjuti disertai informasi mengenai alasan permohonan tidak dapat ditindaklanjuti dalam hal permohonan disampaikan secara elektronik sebagaimana dimaksud dalam Pasal 11 ayat (2) huruf c.,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 12 ayat (3),12.0,3.0,,ayat,"Dalam hal permohonan Wajib Pajak tidak dapat ditindaklanjuti sebagaimana dimaksud pada ayat (2), Wajib Pajak dapat mengajukan permohonan kembali.","Pasal 12 ayat (3) berbunyi: Dalam hal permohonan Wajib Pajak tidak dapat ditindaklanjuti sebagaimana dimaksud pada ayat (2), Wajib Pajak dapat mengajukan permohonan kembali.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 12 ayat (4),12.0,4.0,,ayat,Surat Keterangan sebagaimana dimaksud pada ayat (1) dibuat sesuai dengan contoh format dokumen yang jdih.kemenkeu.go.id tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.,Pasal 12 ayat (4) berbunyi: Surat Keterangan sebagaimana dimaksud pada ayat (1) dibuat sesuai dengan contoh format dokumen yang jdih.kemenkeu.go.id tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 13,13.0,,,pasal,"Surat Keterangan berlaku sejak tanggal diterbitkan sampai dengan berakhirnya Jangka Waktu Tertentu, kecuali: a. Wajib Pajak menyampaikan pemberitahuan memilih untuk dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan; atau b. Wajib Pajak sudah tidak memenuhi kriteria sebagai Wajib Pajak yang dikenai Pajak Penghasilan yang bersifat final sebagaimana dimaksud dalam Pasal 3 ayat (1).","Pasal 13 berbunyi: Surat Keterangan berlaku sejak tanggal diterbitkan sampai dengan berakhirnya Jangka Waktu Tertentu, kecuali: a. Wajib Pajak menyampaikan pemberitahuan memilih untuk dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan; atau b. Wajib Pajak sudah tidak memenuhi kriteria sebagai Wajib Pajak yang dikenai Pajak Penghasilan yang bersifat final sebagaimana dimaksud dalam Pasal 3 ayat (1).",3,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (1),14.0,1.0,,ayat,Kepala Kantor Pelayanan Pajak dapat menerbitkan surat pembatalan atau pencabutan atas Surat Keterangan yang telah diterbitkan.,Pasal 14 ayat (1) berbunyi: Kepala Kantor Pelayanan Pajak dapat menerbitkan surat pembatalan atau pencabutan atas Surat Keterangan yang telah diterbitkan.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (2),14.0,2.0,,ayat,Pembatalan atas Surat Keterangan yang telah diterbitkan sebagaimana dimaksud pada ayat (1) dilakukan dalam hal berdasarkan hasil penelitian diketahui bahwa terdapat data yang menunjukkan W ajib Pajak tidak memenuhi ketentuan untuk dikenai Pajak Penghasilan yang bersifat final se bagaimana dimaksud dalam Pasal 3 ayat ( 1) pada saat penerbitan Surat Keterangan.,Pasal 14 ayat (2) berbunyi: Pembatalan atas Surat Keterangan yang telah diterbitkan sebagaimana dimaksud pada ayat (1) dilakukan dalam hal berdasarkan hasil penelitian diketahui bahwa terdapat data yang menunjukkan W ajib Pajak tidak memenuhi ketentuan untuk dikenai Pajak Penghasilan yang bersifat final se bagaimana dimaksud dalam Pasal 3 ayat ( 1) pada saat penerbitan Surat Keterangan.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (3),14.0,3.0,,ayat,Data sebagaimana dimaksud pada ayat (2) dapat berupa:,Pasal 14 ayat (3) berbunyi: Data sebagaimana dimaksud pada ayat (2) dapat berupa:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (3) poin a,14.0,3.0,a,poin,"peredaran bruto dalam Surat Pemberitahuan Tahunan Pajak Penghasilan Tahun Pajak sebelumnya telah melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah);","Pasal 14 ayat (3) poin a berbunyi: peredaran bruto dalam Surat Pemberitahuan Tahunan Pajak Penghasilan Tahun Pajak sebelumnya telah melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah);",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (3) poin b,14.0,3.0,b,poin,Wajib Pajak telah memilih untuk dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan;,Pasal 14 ayat (3) poin b berbunyi: Wajib Pajak telah memilih untuk dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan;,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (3) poin c,14.0,3.0,c,poin,"Wajib Pajak badan berbentuk selain perseroan terbatas, badan usaha milik desa/badan usaha milik desa bersama, persekutuan komanditer, firma, dan koperasi;","Pasal 14 ayat (3) poin c berbunyi: Wajib Pajak badan berbentuk selain perseroan terbatas, badan usaha milik desa/badan usaha milik desa bersama, persekutuan komanditer, firma, dan koperasi;",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (3) poin d,14.0,3.0,d,poin,Wajib Pajak badan memperoleh fasilitas Pajak Penghasilan sebagaimana dimaksud dalam Pasal 4,Pasal 14 ayat (3) poin d berbunyi: Wajib Pajak badan memperoleh fasilitas Pajak Penghasilan sebagaimana dimaksud dalam Pasal 4,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (2),14.0,2.0,,ayat,huruf c; atau,Pasal 14 ayat (2) berbunyi: huruf c; atau,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (2) poin e,14.0,2.0,e,poin,Wajib Pajak merupakan bentuk usaha tetap.,Pasal 14 ayat (2) poin e berbunyi: Wajib Pajak merupakan bentuk usaha tetap.,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (4),14.0,4.0,,ayat,Pencabutan atas Surat Keterangan yang telah diterbitkan se bagaimana dimaksud pada ayat ( 1) dilakukan dalam hal di kemudian hari diketahui bahwa berdasarkan hasil penelitian atas:,Pasal 14 ayat (4) berbunyi: Pencabutan atas Surat Keterangan yang telah diterbitkan se bagaimana dimaksud pada ayat ( 1) dilakukan dalam hal di kemudian hari diketahui bahwa berdasarkan hasil penelitian atas:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (4) poin a,14.0,4.0,a,poin,"laporan hasil pemeriksaan, surat ketetapan pajak, surat keputusan keberatan, surat keputusan pembetulan, putusan banding, atau putusan peninjauan kembali;","Pasal 14 ayat (4) poin a berbunyi: laporan hasil pemeriksaan, surat ketetapan pajak, surat keputusan keberatan, surat keputusan pembetulan, putusan banding, atau putusan peninjauan kembali;",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (4) poin b,14.0,4.0,b,poin,Surat Pemberitahuan beserta pembetulannya;,Pasal 14 ayat (4) poin b berbunyi: Surat Pemberitahuan beserta pembetulannya;,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 14 ayat (4) poin c,14.0,4.0,c,poin,surat pemberitahuan memilih untuk dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan; atau,Pasal 14 ayat (4) poin c berbunyi: surat pemberitahuan memilih untuk dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan; atau,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
